pas accuracy,shooting,age,free_kick_accuracy,ball_control,balance,vision,jumping,strength,positioning,crossing,heading_accuracy,finishing
69,63,25,32,68,61,40,72,80,64,26,65,64
44,65,28,39,68,50,60,62,83,73,45,75,69
92,54,24,48,71,70,59,58,34,63,64,29,54
73,62,26,70,66,81,61,73,51,61,68,52,58
75,49,26,39,63,68,59,58,73,56,60,60,45
69,29,30,25,60,62,45,80,75,36,42,65,17
72,62,33,66,71,74,61,61,71,66,68,41,61
69,67,25,80,63,72,61,61,62,64,69,55,68
78,54,26,45,63,68,53,54,74,60,68,56,51
87,59,23,66,67,69,56,55,72,62,61,59,60
72,56,33,75,72,77,58,56,61,67,73,55,45
78,63,21,51,68,65,63,42,58,62,66,42,64
38,47,29,43,55,55,56,78,81,28,61,65,45
79,55,31,61,72,64,65,90,81,63,68,40,44
52,69,26,38,61,55,41,76,83,65,32,79,69
67,63,25,14,17,52,21,58,52,16,11,14,16
70,68,22,12,11,47,31,57,64,20,12,13,19
72,54,21,49,71,74,62,64,48,61,61,39,57
69,63,22,10,20,41,34,38,28,18,12,17,19
62,35,30,16,51,57,51,82,79,31,41,63,32
88,59,26,50,69,83,51,76,42,55,64,41,57
61,57,32,48,70,72,64,68,62,57,53,56,52
77,62,26,70,64,70,66,71,65,62,66,49,61
77,39,25,39,66,70,43,70,64,45,65,47,37
56,26,26,30,37,60,35,71,77,29,29,70,24
78,64,29,62,65,79,65,57,60,64,74,56,62
67,39,23,30,56,67,37,81,62,61,34,65,35
75,61,30,77,71,68,63,70,74,59,75,61,55
58,51,25,49,64,61,50,52,69,47,49,61,49
60,46,25,56,51,55,49,62,76,48,58,69,40
67,36,27,57,57,63,48,71,72,49,61,62,32
68,66,27,17,25,42,40,63,64,13,13,13,11
74,57,24,43,66,71,67,84,59,71,65,58,61
50,49,32,32,60,44,50,64,82,48,47,67,49
67,45,33,62,56,61,56,77,55,42,57,67,40
78,55,25,50,68,45,62,69,75,73,42,69,52
83,50,20,29,66,82,32,60,56,58,62,43,41
47,62,32,66,74,63,63,72,69,48,70,66,58
75,32,24,25,52,50,29,83,82,29,25,66,34
80,59,28,58,67,79,65,60,64,65,61,41,59
73,61,25,34,65,73,54,59,63,65,66,58,57
69,33,30,59,58,69,46,82,63,43,67,62,31
82,57,20,40,61,89,62,60,57,57,72,58,55
60,69,30,24,18,53,31,32,24,19,11,19,15
61,69,32,61,64,70,46,76,76,73,48,57,73
72,58,25,58,74,75,65,74,63,60,53,54,56
31,39,37,23,48,52,46,59,77,48,53,74,27
82,65,27,50,68,74,53,76,61,63,22,60,65
74,58,22,71,73,73,59,56,58,65,66,53,50
72,38,20,36,62,67,40,63,56,53,62,50,29
90,50,21,50,66,83,64,60,60,58,58,48,47
66,36,22,25,61,48,44,66,79,49,67,70,30
81,40,22,45,62,72,53,74,59,48,62,57,37
64,56,29,51,56,56,50,71,80,44,53,63,54
87,48,24,42,65,68,62,71,58,58,66,58,48
70,65,23,70,69,61,70,44,63,68,63,49,63
50,66,31,66,68,73,65,73,65,57,60,44,65
73,40,19,48,68,74,52,64,51,61,66,49,34
59,58,31,54,62,68,65,69,73,53,61,56,59
52,36,28,46,62,56,35,74,80,21,30,65,23
79,50,25,60,68,69,58,69,66,63,63,50,43
55,27,24,27,58,55,31,74,74,21,27,63,25
79,67,20,75,68,70,70,79,59,57,68,59,64
46,64,36,72,71,83,74,73,63,55,68,57,64
85,60,28,59,68,75,62,52,64,65,64,20,55
46,38,26,31,54,56,35,69,82,20,32,68,31
54,35,23,41,64,60,52,72,73,42,44,65,19
41,64,30,64,65,53,65,62,84,61,64,65,54
65,44,28,35,54,59,40,68,71,35,43,68,34
77,64,27,58,66,56,60,72,76,63,63,60,62
73,57,27,52,66,92,58,61,47,63,69,28,55
69,35,32,47,54,60,33,90,69,34,49,67,30
68,63,25,15,18,50,21,69,73,12,18,16,17
56,34,32,36,58,57,47,81,77,28,41,68,31
68,57,33,65,64,65,74,70,71,72,62,58,58
69,28,23,23,38,42,38,74,82,32,30,67,22
68,66,32,11,32,44,26,50,59,7,15,11,14
68,46,22,67,62,65,36,54,38,67,64,63,45
71,57,28,55,68,70,66,76,67,62,63,62,58
47,67,30,47,58,42,57,67,85,70,47,76,68
68,61,24,62,71,68,70,63,59,65,69,38,60
59,68,21,23,66,49,52,51,67,70,29,68,74
56,70,33,55,71,60,62,55,81,55,71,56,66
59,25,29,29,50,41,34,53,87,27,25,67,21
72,17,23,17,58,70,24,75,67,43,52,64,12
69,43,24,60,65,64,55,59,66,63,70,56,29
67,63,32,67,64,80,64,54,68,62,73,40,62
75,40,31,26,63,69,55,78,64,56,71,49,37
85,58,22,55,64,73,67,69,47,62,69,25,61
70,70,20,11,13,25,40,32,66,8,12,13,5
72,55,24,66,68,70,46,51,72,50,68,56,47
69,65,34,13,20,32,31,68,66,17,13,12,14
67,59,28,58,67,61,64,76,76,56,55,57,55
63,60,29,59,67,76,67,65,67,58,64,50,58
58,42,31,38,62,63,51,78,76,49,54,56,35
66,65,28,11,17,55,36,50,68,11,13,11,12
71,68,32,18,21,57,31,55,66,16,17,16,16
74,59,25,71,60,75,68,40,41,72,53,56,55
70,67,28,72,69,71,70,39,57,55,62,37,67
80,30,25,31,64,71,53,64,66,73,66,52,24
75,48,29,62,63,67,57,84,71,52,65,66,41
80,64,25,48,61,82,48,54,62,57,51,72,65
69,63,26,10,12,41,46,65,52,12,8,8,9
81,65,24,48,65,63,62,76,46,67,61,61,63
66,41,24,29,61,60,52,74,77,23,56,67,33
52,44,24,39,36,47,50,73,82,39,33,73,23
59,56,31,40,57,63,50,57,85,42,48,61,49
84,35,28,25,62,58,56,71,72,61,62,58,33
60,30,24,31,50,42,38,70,83,28,26,68,19
67,68,28,69,67,62,59,58,69,63,55,61,68
76,52,24,58,69,63,58,58,66,56,62,52,47
69,44,24,30,61,65,43,79,80,47,60,62,40
56,62,24,64,68,66,71,60,59,67,71,50,58
66,55,28,53,65,65,63,68,72,62,49,60,55
70,56,30,68,69,75,72,58,65,66,65,37,51
83,68,28,26,62,75,59,47,85,68,60,42,66
75,59,30,69,65,76,59,77,64,55,74,59,49
90,63,26,68,66,76,62,77,63,61,61,41,59
57,27,26,24,60,59,29,77,73,38,48,73,24
55,39,25,49,45,68,62,72,68,24,55,45,34
78,61,20,40,70,82,68,66,60,66,57,33,60
67,17,29,31,62,62,52,64,79,47,64,67,11
58,37,26,24,54,64,43,58,85,37,48,63,30
60,32,25,24,41,61,30,74,78,35,30,64,23
64,43,22,32,68,71,66,73,58,57,48,58,42
63,58,31,50,67,65,60,61,72,55,53,66,55
72,55,29,63,65,71,71,72,62,68,59,50,56
81,60,27,49,71,86,60,45,60,66,68,46,55
63,55,23,45,67,68,61,53,70,45,57,46,55
69,64,23,13,22,29,52,55,77,7,11,17,9
77,37,27,36,66,64,62,75,75,59,68,52,25
69,72,23,39,61,56,63,74,42,69,59,68,72
71,56,29,58,71,61,70,59,52,62,68,63,58
88,65,29,67,67,81,63,66,75,60,68,61,58
76,61,23,48,70,70,54,63,57,61,59,56,59
49,44,24,50,59,39,26,68,86,45,31,65,34
61,68,23,56,68,53,64,63,78,69,48,74,66
69,26,24,28,62,67,47,84,76,28,63,52,19
74,54,23,39,66,71,65,41,68,62,70,33,50
57,61,29,42,66,63,55,70,53,55,55,65,52
48,51,27,57,63,40,67,78,87,48,40,64,45
75,61,24,70,64,79,66,70,60,65,63,49,59
81,44,22,39,56,75,53,56,56,60,63,51,46
43,22,31,30,49,30,45,69,90,27,38,65,21
51,35,28,46,43,58,27,75,83,26,41,67,25
43,32,29,35,38,37,41,67,86,26,26,76,35
74,65,28,55,65,75,39,61,66,65,60,59,67
64,67,26,45,50,57,26,43,86,69,56,75,68
71,65,24,55,61,69,55,67,77,69,31,68,65
65,34,30,42,60,61,51,82,71,54,68,66,28
92,62,20,34,67,78,57,63,69,59,53,64,64
50,37,30,28,50,52,47,67,85,20,20,65,35
68,68,27,14,34,44,43,64,54,16,20,19,11
80,63,30,60,69,72,55,76,64,64,70,57,59
58,70,30,70,66,49,53,60,57,70,57,72,68
51,47,31,58,61,55,58,57,72,28,58,66,38
56,39,26,32,60,46,50,61,81,47,43,63,31
69,66,30,64,65,66,66,63,64,62,66,54,61
64,67,24,25,66,53,48,71,75,68,34,68,71
80,67,21,52,66,59,58,62,58,67,57,64,69
72,46,30,38,62,68,45,67,62,48,66,62,44
66,32,29,34,55,63,39,74,75,27,49,66,36
55,66,27,33,61,53,63,81,83,70,39,71,67
74,66,24,70,68,76,63,72,66,60,67,52,63
55,68,27,31,68,53,48,63,86,71,31,63,71
72,66,28,63,65,69,68,71,66,66,62,60,65
91,55,26,36,69,81,63,92,70,65,53,47,48
65,66,37,69,66,75,67,45,55,67,67,55,63
77,51,29,62,64,71,63,75,67,59,60,58,35
73,61,23,46,68,61,61,71,55,71,66,45,64
72,63,31,51,69,73,65,72,68,62,65,59,60
65,67,25,49,62,62,53,71,71,65,44,68,70
74,64,28,48,62,88,54,35,53,72,70,55,68
76,48,25,45,72,77,55,57,65,55,69,55,38
65,61,33,60,66,67,61,66,73,63,64,28,57
69,54,24,42,67,74,64,58,59,60,68,41,50
81,65,26,62,66,81,59,72,56,66,63,38,63
61,52,25,63,65,60,53,67,79,47,52,57,51
65,60,25,59,65,51,70,57,62,70,60,58,60
67,67,33,12,19,34,17,76,74,9,14,14,11
67,46,19,42,64,65,59,67,70,38,41,54,42
71,60,20,42,72,57,67,60,59,57,52,50,61
72,70,24,30,68,42,49,53,80,53,28,63,72
87,51,31,40,61,72,39,90,75,57,55,59,44
72,64,27,49,65,50,50,64,90,64,54,65,61
63,34,30,57,64,68,55,41,64,42,62,55,29
83,60,19,38,69,82,61,59,72,64,50,52,59
66,67,27,17,27,36,10,47,68,11,13,17,13
68,67,35,18,13,38,31,66,65,15,21,10,13
66,65,27,57,68,80,66,63,76,65,67,59,62
72,64,23,41,70,61,57,73,74,62,48,65,61
67,65,38,11,23,36,32,55,52,10,10,13,10
78,55,23,44,54,74,60,58,57,67,65,40,52
70,62,33,16,20,45,28,60,60,13,15,15,13
72,62,33,66,71,74,61,61,71,66,68,41,61
34,20,31,15,59,58,49,71,79,28,55,73,13
74,67,31,66,71,92,71,74,31,68,64,52,66
72,48,28,59,58,66,69,83,71,64,68,64,29
74,58,30,58,67,79,70,76,92,63,54,63,58
81,66,30,62,66,67,62,74,66,64,59,60,67
78,57,27,29,68,72,44,59,61,42,63,54,45
63,61,26,55,64,74,61,68,63,65,57,55,53
73,36,29,57,63,86,56,84,72,33,64,60,26
63,24,22,42,47,64,23,73,64,40,43,68,21
67,41,30,55,62,51,64,63,72,60,46,52,32
71,56,25,68,75,75,51,58,74,72,72,56,50
90,60,20,37,69,80,55,43,55,63,60,35,64
41,54,32,58,66,71,62,60,72,52,65,64,45
64,67,32,66,70,75,71,67,69,71,61,50,69
71,64,27,10,20,44,54,75,54,15,30,13,13
85,50,28,65,64,81,68,79,72,64,72,53,40
72,66,23,21,13,32,32,55,65,13,19,5,2
76,61,22,38,70,80,65,67,58,63,64,36,62
73,34,25,35,62,65,39,68,67,56,63,59,33
72,58,23,43,63,57,56,54,75,54,72,42,62
69,50,32,43,65,54,61,82,75,57,63,68,46
65,50,30,43,64,76,66,61,74,49,53,57,43
35,44,33,52,64,52,70,63,61,27,48,70,32
72,61,27,41,63,77,33,78,67,69,46,76,66
62,66,33,66,65,63,75,43,59,76,55,48,71
58,15,23,17,52,41,15,75,81,12,12,62,12
78,55,25,50,68,45,62,69,75,73,42,69,52
68,35,22,21,51,64,32,88,67,22,25,70,23
58,32,22,33,53,37,29,73,68,22,54,68,22
78,57,29,64,68,73,65,65,56,58,61,49,55
58,47,25,39,61,51,42,62,79,39,49,55,41
28,47,37,60,57,47,54,66,76,43,62,69,37
64,49,24,65,70,69,69,71,72,53,63,50,34
76,64,32,62,67,58,72,74,64,68,67,58,61
63,62,20,39,77,85,62,67,59,55,56,43,60
69,60,26,52,71,72,64,64,59,57,61,52,59
59,21,32,26,30,61,28,73,73,27,25,59,16
81,57,24,69,68,77,68,79,60,60,65,50,49
79,58,20,56,73,92,60,55,27,63,59,45,61
75,36,26,27,60,67,45,55,64,50,61,54,32
54,54,32,43,61,46,54,82,75,59,49,55,57
79,46,28,61,64,72,60,77,67,57,70,56,37
71,66,28,52,70,69,62,53,68,67,59,42,65
58,48,23,42,63,71,59,61,87,49,41,66,37
61,39,30,66,35,59,60,72,79,39,31,72,20
88,59,18,29,69,92,57,50,43,48,67,56,62
68,27,23,28,35,58,50,66,72,32,30,68,21
60,58,29,33,69,68,63,63,73,62,58,64,55
75,49,26,39,69,79,70,63,43,67,70,49,34
75,27,29,31,58,70,36,81,66,27,71,58,24
77,61,27,58,66,70,61,59,60,58,57,50,60
66,61,24,67,68,60,59,56,68,62,62,64,53
55,61,35,65,69,68,64,73,67,61,79,67,53
65,66,25,62,67,72,62,67,80,63,44,65,65
79,62,23,35,70,60,65,60,79,64,49,52,63
50,43,33,42,59,64,56,82,79,49,45,50,34
53,32,26,27,56,45,43,77,79,34,27,64,29
81,62,25,33,71,68,56,31,57,63,65,59,65
84,51,27,49,62,64,55,55,62,50,63,46,46
71,42,33,40,67,67,60,56,50,51,68,60,30
60,52,24,62,67,73,64,74,64,60,61,53,53
74,66,23,43,59,72,56,72,59,67,45,72,71
73,26,20,31,58,52,37,71,79,27,27,61,22
63,65,29,75,70,65,72,54,62,72,55,57,62
59,31,28,29,57,56,29,67,84,24,28,67,27
73,69,29,66,66,65,67,69,70,65,64,49,65
76,38,23,30,65,72,50,62,50,57,70,45,40
50,28,28,30,43,42,28,58,85,23,34,69,25
75,63,29,59,69,82,56,70,45,70,57,38,62
62,65,26,35,62,53,47,81,85,69,42,73,66
59,61,30,72,68,81,66,43,62,62,69,50,54
71,39,23,49,66,78,59,71,64,40,45,49,28
62,34,19,26,43,40,30,63,73,32,38,62,30
75,67,28,67,67,68,62,74,71,64,63,64,64
66,57,25,49,64,71,57,74,77,65,59,48,51
72,36,21,36,69,68,58,66,67,57,65,65,36
83,62,22,34,66,46,56,74,75,61,62,63,60
76,25,21,28,47,71,23,94,85,25,29,69,18
65,33,24,25,52,52,33,83,83,28,40,65,19
63,65,27,11,20,31,18,63,65,14,11,13,14
52,32,32,22,40,48,20,74,82,24,24,68,28
80,32,30,12,61,58,37,67,63,28,53,64,28
63,60,25,58,68,79,68,63,67,58,56,54,58
67,43,30,33,61,63,55,60,63,64,62,40,41
67,63,26,18,26,43,24,66,62,11,15,12,13
75,59,25,67,71,85,69,70,45,54,60,32,51
79,57,23,44,66,77,47,55,64,48,64,62,59
74,59,25,71,60,75,68,40,41,72,53,56,55
82,57,25,45,72,68,49,62,65,71,60,58,56
76,50,21,30,64,67,46,75,74,51,60,59,38
41,39,31,32,59,47,58,67,77,53,52,68,34
35,33,32,35,47,37,48,77,73,39,32,70,24
81,65,22,72,69,80,66,88,58,56,69,34,67
74,65,22,40,66,70,51,74,73,74,51,64,65
80,64,25,48,61,82,48,54,62,57,51,72,65
65,43,22,31,56,40,46,73,89,32,42,72,36
68,68,22,45,66,69,63,69,72,75,29,63,67
66,58,25,52,58,57,59,70,82,63,56,75,56
75,62,22,49,70,65,60,55,56,60,63,45,69
66,64,26,41,71,71,57,73,70,67,64,59,67
67,50,23,45,65,61,48,61,67,52,62,52,45
65,55,25,61,73,60,73,55,51,59,52,52,51
39,39,35,42,43,33,63,61,95,61,42,71,34
51,24,28,32,53,58,22,73,72,25,47,61,12
32,45,34,46,57,50,53,76,76,54,41,69,47
59,37,27,21,40,47,41,66,86,32,34,65,35
66,64,32,11,22,39,14,68,68,11,20,20,11
49,31,27,30,47,38,42,51,92,25,29,67,27
67,70,32,11,30,50,31,58,65,12,19,22,12
69,61,29,39,70,81,56,59,43,64,68,50,65
76,59,20,55,67,75,66,48,43,54,69,35,59
80,46,28,48,59,65,54,82,75,56,53,67,36
72,66,33,46,64,62,59,65,71,73,47,63,69
66,34,23,30,51,55,49,73,74,36,30,61,34
60,30,29,18,50,56,18,77,78,26,37,64,20
68,65,23,15,24,25,38,45,74,17,15,14,13
56,54,23,54,71,65,63,71,58,56,57,40,50
84,63,26,59,65,73,58,72,63,59,65,51,59
45,31,30,21,42,53,34,74,81,47,27,71,31
68,30,26,34,59,73,33,79,66,22,30,64,22
76,64,21,42,65,66,50,69,72,73,51,63,65
79,63,20,33,66,62,61,83,80,69,57,66,66
81,50,26,42,70,82,59,67,41,62,67,39,51
83,69,25,62,73,71,52,61,53,71,68,46,77
65,62,20,57,69,78,49,64,71,69,41,64,65
55,30,26,27,41,51,30,79,77,32,26,71,26
71,35,22,49,59,62,38,72,70,55,56,64,34
66,32,21,29,58,67,53,83,71,39,50,56,28
87,67,20,61,64,88,48,77,59,69,45,57,69
91,56,22,38,64,82,64,80,49,59,61,38,54
55,63,32,67,71,67,70,52,54,65,70,49,61
83,60,23,46,69,86,58,59,33,60,49,29,53
84,55,22,43,68,73,62,58,45,56,62,43,58
65,68,35,14,22,65,53,61,73,15,15,11,13
77,55,23,29,69,78,63,86,66,58,51,44,49
68,60,23,39,66,75,68,65,67,58,59,43,62
65,53,29,34,63,61,54,70,71,33,64,63,50
62,63,31,14,13,54,25,67,57,12,16,18,20
66,58,24,56,74,79,58,71,49,60,62,59,57
79,61,21,65,73,72,64,47,68,58,55,55,55
74,59,24,56,68,75,65,60,63,55,65,36,62
54,24,24,26,56,56,28,74,80,21,23,71,17
75,63,21,39,70,72,65,75,64,70,42,62,63
49,69,33,65,66,59,51,64,83,74,53,70,69
77,66,27,48,67,75,59,61,62,67,61,58,65
70,61,31,56,69,88,58,39,40,61,69,48,61
67,55,23,42,68,66,64,48,72,57,58,47,51
74,63,20,54,71,68,64,61,63,61,53,47,65
76,38,20,36,62,68,39,90,70,51,46,68,34
70,67,26,65,65,61,65,67,59,66,61,68,68
70,60,28,11,21,44,35,69,62,12,14,17,18
71,63,33,21,22,55,47,65,68,19,17,18,14
54,26,24,24,57,56,40,72,81,42,24,70,19
66,41,23,41,57,47,32,67,87,54,50,66,32
72,62,20,52,69,73,64,59,57,62,66,55,63
79,65,18,38,68,70,58,74,49,63,40,66,70
58,53,28,58,58,55,42,74,77,29,47,63,47
75,65,21,65,68,78,69,41,60,63,58,49,63
73,72,29,51,60,65,45,73,71,66,42,51,77
83,60,24,61,68,71,55,62,56,56,61,56,61
76,55,28,52,63,64,65,65,67,63,66,61,55
76,64,30,69,68,90,68,82,48,65,66,49,63
84,37,23,37,60,74,31,72,67,36,57,56,35
60,58,29,37,68,40,65,63,74,72,49,81,58
77,43,24,55,63,64,54,82,77,63,68,63,30
72,45,21,34,63,62,43,75,76,52,58,61,44
73,66,19,55,67,84,62,86,52,65,59,64,67
58,44,22,42,65,65,66,60,66,54,41,46,35
81,55,22,34,71,69,58,67,67,64,64,50,56
65,54,27,61,66,67,63,58,71,44,42,49,43
76,37,20,30,68,74,57,73,64,64,65,45,31
79,40,30,42,60,72,54,43,51,57,64,51,24
66,58,27,56,67,70,58,76,66,52,46,58,52
63,63,30,45,68,70,61,72,71,71,61,50,65
73,62,27,14,18,48,33,72,43,7,15,18,17
66,46,22,42,53,65,66,64,74,46,44,66,36
87,62,24,42,67,75,61,54,59,58,54,48,61
65,42,24,39,49,70,38,83,68,41,46,59,40
66,61,32,67,69,80,63,61,39,60,64,47,61
76,53,20,44,64,70,65,58,74,60,68,56,48
69,47,32,35,52,62,52,60,79,50,66,62,32
75,58,26,57,67,85,51,63,57,63,68,42,53
81,62,24,39,66,63,52,81,74,62,44,70,67
69,38,19,31,53,78,63,73,75,59,43,72,32
64,32,22,26,52,51,39,68,78,24,34,53,31
70,53,28,44,60,50,42,88,86,47,62,47,38
84,45,26,50,74,78,68,84,67,67,71,59,37
57,29,28,32,60,43,47,58,76,34,39,72,22
57,48,25,40,63,54,64,54,75,29,44,47,42
51,52,27,45,60,50,38,59,79,48,63,70,38
65,63,29,35,35,50,48,67,64,12,35,25,25
77,60,27,34,68,78,69,41,60,70,69,39,70
71,67,28,35,67,58,59,62,75,62,66,54,66
64,27,22,26,39,60,31,84,82,23,23,64,20
66,68,29,34,24,49,61,46,75,12,35,40,34
67,67,31,67,70,71,63,80,68,66,68,60,65
74,68,28,72,65,84,61,74,73,60,64,57,66
79,53,33,53,60,79,50,71,59,53,55,49,47
76,54,29,43,61,77,57,71,60,56,61,57,54
76,55,25,42,69,86,65,49,49,68,68,49,54
70,34,22,30,60,64,53,77,77,36,46,66,33
85,45,27,73,59,85,50,80,38,52,64,48,30
52,65,33,69,68,73,74,45,61,65,68,48,64
83,59,26,56,68,94,58,43,46,59,58,35,58
65,56,22,70,73,72,74,44,56,55,72,50,48
61,41,32,42,46,60,52,80,73,25,43,66,35
70,63,26,15,36,44,37,56,55,13,11,34,15
72,54,27,57,63,81,67,63,37,66,53,40,51
75,53,35,59,69,80,59,77,58,58,58,59,51
75,40,23,42,58,72,50,73,56,48,64,45,35
35,28,26,40,52,54,29,64,73,23,32,67,25
64,40,28,29,51,72,42,90,74,38,56,68,39
84,61,31,43,60,57,63,70,46,69,59,58,61
80,60,26,57,60,78,60,68,56,66,64,42,65
76,63,25,47,61,70,59,91,88,69,52,63,64
59,42,29,66,63,79,55,77,72,52,63,53,39
68,45,28,30,60,53,57,66,75,56,54,65,39
69,61,22,20,22,46,29,64,71,16,16,16,13
79,69,21,70,65,86,57,75,63,62,47,51,74
74,31,21,31,67,64,43,61,75,45,61,54,29
77,62,21,62,68,84,49,66,59,59,68,58,56
90,61,19,38,70,74,56,43,43,64,64,33,63
70,63,23,52,66,61,66,62,77,65,60,62,62
67,67,28,70,65,86,70,67,59,68,63,30,65
72,45,26,33,66,72,64,75,64,60,65,65,42
85,59,22,48,67,67,49,54,65,64,64,60,61
81,60,28,64,62,88,61,81,45,60,64,35,62
82,63,25,48,66,63,61,79,71,63,60,60,63
60,65,27,53,61,80,64,45,56,59,50,42,63
45,57,31,66,65,63,70,75,60,64,69,44,59
79,60,25,55,66,82,65,79,57,62,66,51,60
63,64,30,47,65,34,50,80,90,71,31,70,71
81,45,23,21,66,71,50,74,70,45,41,62,42
72,62,32,15,24,52,17,84,45,17,11,13,15
74,62,22,57,70,59,65,59,84,58,60,68,58
54,48,29,42,63,68,45,74,70,53,69,58,51
69,41,20,38,68,64,49,75,70,58,60,63,35
63,66,25,17,17,45,47,62,72,13,32,16,20
64,66,35,24,33,31,26,70,72,12,12,14,13
60,56,27,65,66,76,69,61,68,61,69,39,52
79,54,24,43,65,81,60,74,57,54,60,41,54
77,61,22,56,64,72,65,78,78,58,51,65,54
52,69,28,42,67,32,41,32,87,64,42,67,71
67,61,30,68,67,53,67,89,90,63,58,76,47
79,52,25,50,68,74,60,52,58,53,70,34,56
74,66,27,52,62,63,44,71,83,68,46,65,71
53,54,29,73,62,75,59,67,69,46,65,57,52
74,66,30,72,68,70,66,58,70,63,67,53,62
67,38,31,41,63,66,38,65,67,36,61,68,34
68,60,29,60,70,70,66,55,59,65,55,43,58
84,55,30,52,71,81,53,71,69,50,56,53,51
75,66,30,63,66,52,57,61,72,64,57,62,68
65,44,28,45,56,61,53,64,74,36,58,64,29
73,42,21,44,69,65,61,68,71,39,62,56,40
55,55,36,61,67,59,67,79,81,62,66,68,41
70,52,33,61,66,70,59,70,64,71,62,53,39
71,61,25,59,74,67,62,52,64,58,61,49,61
68,67,28,14,24,34,55,61,76,15,16,19,18
88,56,24,55,70,74,62,57,62,59,56,36,52
73,55,34,14,12,57,50,68,63,16,12,13,13
53,24,28,28,51,59,31,67,81,27,59,65,17
63,45,31,48,55,67,41,69,69,44,45,69,34
66,67,27,20,21,30,11,54,66,11,11,20,16
69,34,25,25,64,62,56,75,78,51,59,64,30
69,61,25,74,69,69,63,67,67,64,61,61,57
71,64,26,69,68,83,70,67,62,65,68,55,58
70,58,31,58,65,70,64,84,63,63,57,62,53
57,32,22,37,44,36,39,59,76,24,28,60,23
67,62,31,55,68,66,67,71,57,50,65,44,62
73,66,24,47,70,63,56,64,63,64,40,62,65
74,58,23,67,62,69,61,70,70,58,69,44,54
65,56,29,62,61,81,64,76,60,64,50,55,49
72,65,20,21,32,44,45,77,70,10,12,21,13
65,55,26,42,69,75,67,48,57,67,65,41,54
60,46,22,41,64,65,62,55,59,42,65,56,33
78,58,26,44,66,70,68,43,52,65,60,54,57
77,53,23,63,68,79,65,77,43,48,65,46,42
76,58,25,65,68,86,58,41,73,61,73,39,42
65,66,25,35,68,54,50,73,72,69,34,67,66
71,59,28,39,70,79,58,50,56,62,63,40,54
58,67,28,45,64,72,66,91,78,75,53,75,70
65,42,28,43,60,52,52,76,85,59,58,65,35
69,66,23,18,23,32,47,41,33,15,13,16,15
71,66,21,37,65,69,48,80,59,71,35,70,70
68,35,20,31,70,63,56,60,58,31,65,66,30
62,26,25,21,46,46,35,59,92,19,25,72,20
79,64,29,62,65,76,64,64,60,62,61,55,64
50,26,21,27,52,39,37,37,89,23,29,70,21
63,66,25,67,66,77,72,59,59,65,67,45,64
34,36,26,53,38,32,49,29,90,28,33,81,28
67,65,23,15,14,28,30,61,68,18,15,20,13
76,43,24,69,60,76,56,58,67,68,66,61,34
83,52,23,29,61,57,32,51,80,63,64,54,47
59,54,28,47,53,54,64,65,70,55,54,65,52
76,50,22,44,68,83,64,76,35,63,53,60,35
67,54,32,62,63,67,51,74,65,51,67,61,46
75,57,29,50,67,69,69,79,64,57,53,53,48
72,43,31,49,61,59,51,76,76,49,58,62,25
88,65,24,64,64,71,55,70,76,57,70,51,66
33,53,34,66,52,46,30,32,91,31,28,64,45
75,61,26,47,61,62,55,83,85,70,42,64,64
73,64,27,76,67,56,58,32,75,66,65,56,49
91,63,21,38,68,92,60,82,59,63,54,51,64
78,60,28,69,62,75,61,81,56,65,66,38,61
77,60,23,49,69,77,59,76,43,61,54,46,63
80,69,25,56,64,71,59,58,61,70,56,59,72
69,63,22,61,68,82,60,75,70,55,61,59,60
64,39,23,21,61,64,42,86,67,31,36,64,29
68,50,34,68,64,68,59,57,70,60,69,55,41
53,32,23,37,61,62,27,64,73,33,37,60,27
74,67,29,61,67,82,66,67,72,65,64,53,63
75,53,27,66,66,64,60,68,77,59,68,65,52
65,66,27,55,66,59,63,76,73,67,53,68,66
49,24,34,38,44,47,43,60,78,32,36,68,12
75,52,28,56,64,81,72,72,72,55,59,38,49
75,64,21,23,67,56,48,75,77,64,23,68,66
84,63,24,51,66,76,60,78,63,66,56,54,65
69,58,28,50,69,68,59,58,61,49,52,55,49
74,65,30,72,68,63,68,64,81,64,65,62,62
87,63,29,49,62,68,57,75,64,64,63,62,63
70,63,25,17,26,47,49,72,68,18,17,16,20
84,31,22,18,60,59,57,75,70,47,67,54,24
75,62,28,44,69,76,59,68,57,67,55,58,65
73,52,24,39,67,72,62,81,59,61,60,52,48
65,66,27,32,60,60,55,70,74,73,33,63,72
72,67,27,28,70,69,58,64,57,70,58,56,68
62,69,22,13,14,29,28,31,58,6,14,12,7
66,53,19,52,69,75,70,56,60,55,60,43,56
75,55,29,46,69,72,67,60,64,52,62,56,58
66,48,26,53,62,65,54,82,67,42,53,71,43
59,51,27,40,68,76,66,72,70,62,57,45,51
73,63,27,58,68,67,66,34,55,65,54,42,61
68,58,30,71,66,51,65,56,77,61,64,53,49
65,38,31,37,62,66,47,63,81,47,43,74,33
39,42,22,32,59,29,64,37,75,43,44,57,40
34,61,34,68,70,75,73,56,52,65,71,39,54
53,67,23,33,68,54,50,65,68,70,42,66,70
76,63,19,58,71,76,66,58,59,65,64,51,63
65,39,25,35,59,58,54,80,84,35,55,62,32
70,55,20,45,68,68,62,44,64,57,64,46,55
59,51,33,59,63,55,58,62,79,50,50,70,50
